"B25010_001E","B25010_001M","B25010_002E","B25010_002M","B25010_003E","B25010_003M","GEO_ID","NAME"
"Estimate!!Average household size --!!Total:","Margin of Error!!Average household size --!!Total:","Estimate!!Average household size --!!Total:!!Owner occupied","Margin of Error!!Average household size --!!Total:!!Owner occupied","Estimate!!Average household size --!!Total:!!Renter occupied","Margin of Error!!Average household size --!!Total:!!Renter occupied","id","Geographic Area Name"
"2.99","0.24","2.88","0.82","3.00","0.27","1400000US06037576302","Census Tract 5763.02, Los Angeles County, California"
"3.96","0.46","4.51","0.75","3.88","0.52","1400000US06037576401","Census Tract 5764.01, Los Angeles County, California"
"3.53","0.33","2.77","0.50","3.72","0.37","1400000US06037576402","Census Tract 5764.02, Los Angeles County, California"
"3.50","0.37","4.16","0.93","3.36","0.36","1400000US06037576403","Census Tract 5764.03, Los Angeles County, California"
"2.12","0.28","2.38","1.02","2.09","0.31","1400000US06037576501","Census Tract 5765.01, Los Angeles County, California"
"2.52","0.36","1.93","0.33","2.66","0.44","1400000US06037576502","Census Tract 5765.02, Los Angeles County, California"
"2.07","0.12","2.72","0.41","1.96","0.16","1400000US06037576503","Census Tract 5765.03, Los Angeles County, California"
"1.46","0.17","1.47","0.17","1.45","0.21","1400000US06037576601","Census Tract 5766.01, Los Angeles County, California"
"1.75","0.14","1.67","0.21","1.77","0.17","1400000US06037576602","Census Tract 5766.02, Los Angeles County, California"
"1.98","0.19","2.07","0.28","1.92","0.25","1400000US06037576700","Census Tract 5767, Los Angeles County, California"
"2.08","0.26","2.08","0.40","2.09","0.32","1400000US06037576801","Census Tract 5768.01, Los Angeles County, California"
"2.16","0.20","1.68","0.17","2.29","0.23","1400000US06037576802","Census Tract 5768.02, Los Angeles County, California"
"2.81","0.21","2.81","0.51","2.81","0.22","1400000US06037576901","Census Tract 5769.01, Los Angeles County, California"
"2.59","0.29","2.31","0.91","2.62","0.29","1400000US06037576903","Census Tract 5769.03, Los Angeles County, California"
"2.31","0.24","2.26","0.38","2.32","0.30","1400000US06037576904","Census Tract 5769.04, Los Angeles County, California"
"2.10","0.18","2.22","0.52","2.08","0.18","1400000US06037577000","Census Tract 5770, Los Angeles County, California"
"2.12","0.21","1.76","0.27","2.28","0.31","1400000US06037577100","Census Tract 5771, Los Angeles County, California"
"1.81","0.13","1.94","0.33","1.77","0.15","1400000US06037577200","Census Tract 5772, Los Angeles County, California"
"1.54","0.11","1.68","0.26","1.48","0.13","1400000US06037577300","Census Tract 5773, Los Angeles County, California"
"1.91","0.19","2.25","0.45","1.74","0.17","1400000US06037577400","Census Tract 5774, Los Angeles County, California"
"1.99","0.12","2.18","0.19","1.54","0.17","1400000US06037577501","Census Tract 5775.01, Los Angeles County, California"
"1.86","0.16","2.20","0.35","1.60","0.16","1400000US06037577504","Census Tract 5775.04, Los Angeles County, California"
"2.02","0.10","2.09","0.17","1.89","0.27","1400000US06037577602","Census Tract 5776.02, Los Angeles County, California"
"2.07","0.30","2.09","0.35","1.95","0.29","1400000US06037577604","Census Tract 5776.04, Los Angeles County, California"
"2.09","0.18","2.12","0.20","1.98","0.51","1400000US06037577605","Census Tract 5776.05, Los Angeles County, California"
"2.65","0.28","2.72","0.31","2.57","0.53","1400000US06037577606","Census Tract 5776.06, Los Angeles County, California"
"3.72","0.36","3.80","0.52","3.59","0.55","1400000US06037577700","Census Tract 5777, Los Angeles County, California"
"3.52","0.23","3.30","0.29","4.26","0.45","1400000US06037577800","Census Tract 5778, Los Angeles County, California"
"2.19","0.19","2.70","0.28","1.84","0.24","1400000US06037577900","Census Tract 5779, Los Angeles County, California"
"3.69","0.26","3.72","0.50","3.68","0.36","1400000US06037578000","Census Tract 5780, Los Angeles County, California"
"-","**","-","**","-","**","1400000US06037578100","Census Tract 5781, Los Angeles County, California"
"2.24","0.26","2.10","0.31","2.31","0.37","1400000US06037599000","Census Tract 5990, Los Angeles County, California"
"5.78","5.04","3.08","0.44","6.27","5.90","1400000US06037599100","Census Tract 5991, Los Angeles County, California"
"3.38","0.28","4.11","0.63","3.16","0.32","1400000US06037600100","Census Tract 6001, Los Angeles County, California"
"3.60","0.36","4.06","1.11","3.51","0.41","1400000US06037600201","Census Tract 6002.01, Los Angeles County, California"
"3.52","0.40","4.27","0.89","3.29","0.39","1400000US06037600202","Census Tract 6002.02, Los Angeles County, California"
"3.15","0.35","3.39","0.54","2.69","0.54","1400000US06037600302","Census Tract 6003.02, Los Angeles County, California"
"3.19","0.41","4.44","1.45","3.01","0.48","1400000US06037600303","Census Tract 6003.03, Los Angeles County, California"
"3.83","0.39","5.13","0.80","3.59","0.44","1400000US06037600304","Census Tract 6003.04, Los Angeles County, California"
"2.76","0.36","2.91","0.46","2.59","0.60","1400000US06037600400","Census Tract 6004, Los Angeles County, California"
"3.17","0.33","3.32","0.45","2.77","0.54","1400000US06037600501","Census Tract 6005.01, Los Angeles County, California"
"2.77","0.22","2.63","0.23","2.98","0.52","1400000US06037600601","Census Tract 6006.01, Los Angeles County, California"
"3.97","0.54","5.00","0.85","3.90","0.58","1400000US06037600602","Census Tract 6006.02, Los Angeles County, California"
"2.88","0.38","2.68","0.32","3.29","0.91","1400000US06037600702","Census Tract 6007.02, Los Angeles County, California"
"2.23","0.23","2.03","0.27","3.19","0.66","1400000US06037600703","Census Tract 6007.03, Los Angeles County, California"
"2.76","0.32","3.51","0.55","2.01","0.30","1400000US06037600704","Census Tract 6007.04, Los Angeles County, California"
"2.53","0.33","2.87","0.43","1.47","0.37","1400000US06037600801","Census Tract 6008.01, Los Angeles County, California"
"2.21","0.28","2.44","0.47","2.04","0.33","1400000US06037600802","Census Tract 6008.02, Los Angeles County, California"
"2.59","0.31","2.65","0.55","2.58","0.34","1400000US06037600902","Census Tract 6009.02, Los Angeles County, California"
"3.29","0.84","4.19","1.44","2.21","0.44","1400000US06037600911","Census Tract 6009.11, Los Angeles County, California"
"3.54","0.25","3.49","0.38","3.60","0.38","1400000US06037600912","Census Tract 6009.12, Los Angeles County, California"
"2.20","0.35","2.99","1.05","1.97","0.23","1400000US06037601001","Census Tract 6010.01, Los Angeles County, California"
"2.54","0.31","3.37","0.71","2.35","0.31","1400000US06037601002","Census Tract 6010.02, Los Angeles County, California"
"3.45","0.34","4.54","1.76","3.33","0.32","1400000US06037601100","Census Tract 6011, Los Angeles County, California"
"3.96","0.42","4.80","0.65","3.23","0.47","1400000US06037601202","Census Tract 6012.02, Los Angeles County, California"
"2.78","0.36","2.16","0.68","2.90","0.40","1400000US06037601211","Census Tract 6012.11, Los Angeles County, California"
"3.28","0.33","2.88","0.82","3.39","0.33","1400000US06037601212","Census Tract 6012.12, Los Angeles County, California"
"2.33","0.24","2.54","0.26","1.97","0.48","1400000US06037601301","Census Tract 6013.01, Los Angeles County, California"
"2.60","0.22","2.64","0.37","2.59","0.30","1400000US06037601302","Census Tract 6013.02, Los Angeles County, California"
"2.48","0.19","2.50","0.48","2.47","0.22","1400000US06037601303","Census Tract 6013.03, Los Angeles County, California"
"2.93","0.30","3.18","0.84","2.86","0.32","1400000US06037601401","Census Tract 6014.01, Los Angeles County, California"
"3.49","0.34","3.75","0.46","3.18","0.55","1400000US06037601402","Census Tract 6014.02, Los Angeles County, California"
"3.71","0.37","3.32","0.99","3.77","0.44","1400000US06037601501","Census Tract 6015.01, Los Angeles County, California"
"4.65","0.69","5.40","2.04","4.22","0.52","1400000US06037601502","Census Tract 6015.02, Los Angeles County, California"
"3.46","0.60","4.26","0.75","3.06","0.79","1400000US06037601600","Census Tract 6016, Los Angeles County, California"
"3.92","0.35","4.39","0.57","3.81","0.41","1400000US06037601700","Census Tract 6017, Los Angeles County, California"
"3.28","0.26","3.52","0.53","3.18","0.30","1400000US06037601801","Census Tract 6018.01, Los Angeles County, California"
"3.85","0.33","3.89","0.67","3.83","0.35","1400000US06037601802","Census Tract 6018.02, Los Angeles County, California"
"3.49","0.33","3.33","0.70","3.52","0.38","1400000US06037601900","Census Tract 6019, Los Angeles County, California"
"3.81","0.35","4.57","0.56","3.51","0.46","1400000US06037602002","Census Tract 6020.02, Los Angeles County, California"
"3.48","0.31","3.21","0.53","3.61","0.39","1400000US06037602003","Census Tract 6020.03, Los Angeles County, California"
"3.15","0.49","4.23","0.90","2.92","0.57","1400000US06037602103","Census Tract 6021.03, Los Angeles County, California"
"3.50","0.30","3.74","0.65","3.43","0.38","1400000US06037602104","Census Tract 6021.04, Los Angeles County, California"
"2.83","0.36","4.93","1.02","2.39","0.40","1400000US06037602105","Census Tract 6021.05, Los Angeles County, California"
"2.78","0.28","3.56","0.69","2.58","0.33","1400000US06037602106","Census Tract 6021.06, Los Angeles County, California"
"2.66","0.32","3.18","0.47","2.01","0.43","1400000US06037602201","Census Tract 6022.01, Los Angeles County, California"
"2.84","0.49","4.02","0.79","1.88","0.37","1400000US06037602202","Census Tract 6022.02, Los Angeles County, California"
"3.46","0.35","3.58","0.41","3.17","0.53","1400000US06037602301","Census Tract 6023.01, Los Angeles County, California"
"2.60","0.13","2.50","0.18","3.09","0.51","1400000US06037602302","Census Tract 6023.02, Los Angeles County, California"
"3.58","0.42","3.86","0.91","3.34","0.33","1400000US06037602402","Census Tract 6024.02, Los Angeles County, California"
"3.03","0.24","3.40","0.49","2.95","0.30","1400000US06037602403","Census Tract 6024.03, Los Angeles County, California"
"3.14","0.43","3.00","0.57","3.17","0.51","1400000US06037602404","Census Tract 6024.04, Los Angeles County, California"
"2.83","0.35","3.47","0.95","2.76","0.38","1400000US06037602504","Census Tract 6025.04, Los Angeles County, California"
"2.79","0.26","2.06","0.77","2.84","0.27","1400000US06037602505","Census Tract 6025.05, Los Angeles County, California"
"2.42","0.20","2.75","0.83","2.37","0.22","1400000US06037602506","Census Tract 6025.06, Los Angeles County, California"
"2.72","0.26","3.13","0.42","2.66","0.29","1400000US06037602507","Census Tract 6025.07, Los Angeles County, California"
"3.24","0.43","3.83","0.85","3.16","0.50","1400000US06037602510","Census Tract 6025.10, Los Angeles County, California"
"3.30","0.63","4.80","1.24","3.24","0.68","1400000US06037602511","Census Tract 6025.11, Los Angeles County, California"
"3.96","0.51","4.29","0.57","3.60","0.76","1400000US06037602512","Census Tract 6025.12, Los Angeles County, California"
"3.58","0.43","4.61","0.39","3.43","0.53","1400000US06037602513","Census Tract 6025.13, Los Angeles County, California"
"3.04","0.32","3.14","0.43","2.81","0.85","1400000US06037602601","Census Tract 6026.01, Los Angeles County, California"
"2.68","0.40","2.77","0.50","2.58","0.75","1400000US06037602602","Census Tract 6026.02, Los Angeles County, California"
"2.83","0.23","2.81","0.27","2.89","0.73","1400000US06037602700","Census Tract 6027, Los Angeles County, California"
"3.10","0.49","3.40","0.76","2.97","0.65","1400000US06037602801","Census Tract 6028.01, Los Angeles County, California"
"3.74","0.47","3.88","0.54","2.93","0.87","1400000US06037602802","Census Tract 6028.02, Los Angeles County, California"
"3.12","0.29","3.06","0.34","3.17","0.48","1400000US06037602900","Census Tract 6029, Los Angeles County, California"
"2.67","0.30","2.24","0.42","2.80","0.32","1400000US06037603004","Census Tract 6030.04, Los Angeles County, California"
"3.38","0.46","3.13","0.52","3.48","0.61","1400000US06037603005","Census Tract 6030.05, Los Angeles County, California"
"2.14","0.21","2.18","0.25","2.11","0.36","1400000US06037603006","Census Tract 6030.06, Los Angeles County, California"
"3.06","0.39","2.92","0.62","3.16","0.55","1400000US06037603007","Census Tract 6030.07, Los Angeles County, California"
"2.62","0.41","3.25","0.81","2.32","0.56","1400000US06037603008","Census Tract 6030.08, Los Angeles County, California"
"3.01","0.30","3.51","0.66","2.71","0.28","1400000US06037603101","Census Tract 6031.01, Los Angeles County, California"
"2.91","0.27","3.58","0.62","2.64","0.32","1400000US06037603102","Census Tract 6031.02, Los Angeles County, California"
"2.59","0.27","2.50","0.32","2.81","0.64","1400000US06037603200","Census Tract 6032, Los Angeles County, California"
"2.49","0.26","2.90","0.75","2.30","0.25","1400000US06037603301","Census Tract 6033.01, Los Angeles County, California"
"2.43","0.22","2.47","0.32","2.38","0.28","1400000US06037603302","Census Tract 6033.02, Los Angeles County, California"
"2.65","0.32","2.63","0.46","2.68","0.35","1400000US06037603400","Census Tract 6034, Los Angeles County, California"
"3.62","0.21","3.54","0.25","3.95","0.83","1400000US06037603500","Census Tract 6035, Los Angeles County, California"
"3.19","0.27","3.11","0.26","3.43","0.77","1400000US06037603600","Census Tract 6036, Los Angeles County, California"
"2.79","0.29","2.76","0.29","3.04","0.85","1400000US06037603702","Census Tract 6037.02, Los Angeles County, California"
"2.85","0.26","2.86","0.27","2.71","1.23","1400000US06037603703","Census Tract 6037.03, Los Angeles County, California"
"3.30","0.47","2.50","0.58","3.87","0.69","1400000US06037603705","Census Tract 6037.05, Los Angeles County, California"
"2.99","0.59","10.64","2.56","2.91","0.57","1400000US06037603706","Census Tract 6037.06, Los Angeles County, California"
"3.16","0.31","4.18","0.61","2.73","0.30","1400000US06037603801","Census Tract 6038.01, Los Angeles County, California"
"3.53","0.41","3.50","0.74","3.56","0.47","1400000US06037603802","Census Tract 6038.02, Los Angeles County, California"
"2.81","0.28","2.87","0.48","2.77","0.32","1400000US06037603901","Census Tract 6039.01, Los Angeles County, California"
"3.22","0.45","3.10","0.54","3.33","0.72","1400000US06037603902","Census Tract 6039.02, Los Angeles County, California"
"4.10","0.91","5.46","2.31","3.33","0.57","1400000US06037604001","Census Tract 6040.01, Los Angeles County, California"
"2.94","0.25","2.84","0.49","2.98","0.28","1400000US06037604002","Census Tract 6040.02, Los Angeles County, California"
"3.59","0.59","3.97","1.31","3.42","0.56","1400000US06037604101","Census Tract 6041.01, Los Angeles County, California"
"3.52","0.31","3.27","0.61","3.70","0.36","1400000US06037604102","Census Tract 6041.02, Los Angeles County, California"
"3.61","0.35","3.74","0.41","3.48","0.60","1400000US06037604200","Census Tract 6042, Los Angeles County, California"
"2.73","0.27","2.76","0.41","2.70","0.47","1400000US06037609900","Census Tract 6099, Los Angeles County, California"
"2.76","0.32","3.07","0.53","2.40","0.29","1400000US06037620001","Census Tract 6200.01, Los Angeles County, California"
"2.42","0.17","2.81","0.32","2.21","0.18","1400000US06037620002","Census Tract 6200.02, Los Angeles County, California"
"2.60","0.23","2.94","0.35","2.23","0.37","1400000US06037620101","Census Tract 6201.01, Los Angeles County, California"
"2.16","0.18","2.30","0.33","2.11","0.22","1400000US06037620102","Census Tract 6201.02, Los Angeles County, California"
"1.82","0.22","2.08","0.31","1.72","0.27","1400000US06037620201","Census Tract 6202.01, Los Angeles County, California"
"2.86","0.17","2.97","0.21","2.22","0.41","1400000US06037620301","Census Tract 6203.01, Los Angeles County, California"
"2.69","0.22","2.95","0.25","2.14","0.40","1400000US06037620303","Census Tract 6203.03, Los Angeles County, California"
"2.48","0.24","2.73","0.39","2.13","0.27","1400000US06037620305","Census Tract 6203.05, Los Angeles County, California"
"2.74","0.24","2.72","0.29","2.81","0.38","1400000US06037620400","Census Tract 6204, Los Angeles County, California"
"2.71","0.18","2.67","0.23","2.78","0.38","1400000US06037620501","Census Tract 6205.01, Los Angeles County, California"
"2.59","0.31","2.85","0.57","2.36","0.29","1400000US06037620521","Census Tract 6205.21, Los Angeles County, California"
"2.55","0.20","2.44","0.29","2.70","0.27","1400000US06037620522","Census Tract 6205.22, Los Angeles County, California"
"2.44","0.19","2.51","0.32","2.38","0.31","1400000US06037620601","Census Tract 6206.01, Los Angeles County, California"
"2.71","0.23","2.75","0.26","2.55","0.52","1400000US06037620602","Census Tract 6206.02, Los Angeles County, California"
"2.54","0.19","2.66","0.23","2.38","0.36","1400000US06037620701","Census Tract 6207.01, Los Angeles County, California"
"2.82","0.28","2.93","0.36","2.35","0.64","1400000US06037620703","Census Tract 6207.03, Los Angeles County, California"
"3.13","0.26","3.34","0.31","2.66","0.48","1400000US06037620704","Census Tract 6207.04, Los Angeles County, California"
"2.98","0.28","3.13","0.30","2.40","0.48","1400000US06037620801","Census Tract 6208.01, Los Angeles County, California"
"2.50","0.29","2.98","0.29","1.87","0.34","1400000US06037620802","Census Tract 6208.02, Los Angeles County, California"
"2.70","0.29","2.71","0.34","2.67","0.45","1400000US06037620901","Census Tract 6209.01, Los Angeles County, California"
"2.68","0.22","2.94","0.25","2.28","0.44","1400000US06037620904","Census Tract 6209.04, Los Angeles County, California"
"2.33","0.20","2.62","0.27","1.96","0.34","1400000US06037621001","Census Tract 6210.01, Los Angeles County, California"
"1.94","0.13","2.17","0.25","1.71","0.21","1400000US06037621005","Census Tract 6210.05, Los Angeles County, California"
"2.75","0.22","2.65","0.17","2.98","0.59","1400000US06037621102","Census Tract 6211.02, Los Angeles County, California"
"2.19","0.18","2.30","0.37","2.12","0.20","1400000US06037621104","Census Tract 6211.04, Los Angeles County, California"
"2.45","0.30","2.37","0.40","2.56","0.46","1400000US06037621201","Census Tract 6212.01, Los Angeles County, California"
"1.58","0.11","1.80","0.22","1.48","0.13","1400000US06037621204","Census Tract 6212.04, Los Angeles County, California"
"2.51","0.19","2.60","0.29","2.39","0.25","1400000US06037621301","Census Tract 6213.01, Los Angeles County, California"
"1.91","0.25","1.80","0.24","1.97","0.37","1400000US06037621324","Census Tract 6213.24, Los Angeles County, California"
"1.76","0.10","2.03","0.20","1.68","0.13","1400000US06037621326","Census Tract 6213.26, Los Angeles County, California"
"2.46","0.16","2.59","0.22","2.33","0.30","1400000US06037621400","Census Tract 6214, Los Angeles County, California"
"2.52","0.27","2.46","0.36","2.62","0.39","1400000US06037650001","Census Tract 6500.01, Los Angeles County, California"
"2.74","0.22","2.84","0.45","2.70","0.26","1400000US06037650003","Census Tract 6500.03, Los Angeles County, California"
"2.88","0.27","3.37","0.37","2.41","0.30","1400000US06037650004","Census Tract 6500.04, Los Angeles County, California"
"2.80","0.19","2.73","0.23","3.01","0.50","1400000US06037650101","Census Tract 6501.01, Los Angeles County, California"
"2.93","0.24","3.08","0.26","2.46","0.58","1400000US06037650102","Census Tract 6501.02, Los Angeles County, California"
"3.20","0.19","3.08","0.23","3.65","0.41","1400000US06037650200","Census Tract 6502, Los Angeles County, California"
"2.82","0.29","2.93","0.47","2.72","0.42","1400000US06037650300","Census Tract 6503, Los Angeles County, California"
"3.11","0.23","3.09","0.26","3.20","0.82","1400000US06037650401","Census Tract 6504.01, Los Angeles County, California"
"2.94","0.24","2.72","0.24","4.34","0.95","1400000US06037650501","Census Tract 6505.01, Los Angeles County, California"
"2.84","0.22","2.77","0.29","3.02","0.47","1400000US06037650502","Census Tract 6505.02, Los Angeles County, California"
"2.60","0.20","2.71","0.25","2.42","0.38","1400000US06037650603","Census Tract 6506.03, Los Angeles County, California"
"2.38","0.25","2.58","0.78","2.37","0.26","1400000US06037650604","Census Tract 6506.04, Los Angeles County, California"
"2.68","0.21","2.60","0.34","2.72","0.28","1400000US06037650605","Census Tract 6506.05, Los Angeles County, California"
"2.25","0.22","2.11","0.83","2.27","0.23","1400000US06037650606","Census Tract 6506.06, Los Angeles County, California"
"2.52","0.28","2.84","0.35","2.33","0.47","1400000US06037650607","Census Tract 6506.07, Los Angeles County, California"
"2.70","0.16","2.57","0.17","3.31","0.55","1400000US06037650701","Census Tract 6507.01, Los Angeles County, California"
"2.95","0.22","2.94","0.24","2.96","0.75","1400000US06037650702","Census Tract 6507.02, Los Angeles County, California"
"2.41","0.19","2.56","0.29","2.19","0.32","1400000US06037650801","Census Tract 6508.01, Los Angeles County, California"
"2.53","0.38","2.07","0.46","3.35","0.52","1400000US06037650802","Census Tract 6508.02, Los Angeles County, California"
"2.17","0.20","2.54","0.43","1.89","0.24","1400000US06037650901","Census Tract 6509.01, Los Angeles County, California"
"2.89","0.49","2.84","0.26","2.93","0.84","1400000US06037650903","Census Tract 6509.03, Los Angeles County, California"
"2.77","0.25","2.67","0.38","2.85","0.34","1400000US06037650904","Census Tract 6509.04, Los Angeles County, California"
"2.79","0.24","2.81","0.30","2.72","0.54","1400000US06037651001","Census Tract 6510.01, Los Angeles County, California"
"2.58","0.20","2.75","0.22","2.36","0.35","1400000US06037651002","Census Tract 6510.02, Los Angeles County, California"
"2.81","0.21","2.81","0.33","2.81","0.27","1400000US06037651101","Census Tract 6511.01, Los Angeles County, California"
"2.17","0.18","2.10","0.27","2.24","0.26","1400000US06037651102","Census Tract 6511.02, Los Angeles County, California"
"2.97","0.21","2.87","0.22","3.56","0.46","1400000US06037651201","Census Tract 6512.01, Los Angeles County, California"
"2.66","0.17","2.80","0.36","2.61","0.23","1400000US06037651221","Census Tract 6512.21, Los Angeles County, California"
"2.61","0.24","3.07","0.34","2.44","0.31","1400000US06037651222","Census Tract 6512.22, Los Angeles County, California"
"2.68","0.19","2.64","0.25","2.77","0.48","1400000US06037651302","Census Tract 6513.02, Los Angeles County, California"
"2.16","0.16","2.35","0.22","2.00","0.23","1400000US06037651304","Census Tract 6513.04, Los Angeles County, California"
"2.13","0.25","2.33","0.23","1.78","0.48","1400000US06037651401","Census Tract 6514.01, Los Angeles County, California"
"2.81","0.20","2.80","0.26","2.81","0.35","1400000US06037651402","Census Tract 6514.02, Los Angeles County, California"
"2.55","0.23","2.37","0.29","2.85","0.47","1400000US06037670001","Census Tract 6700.01, Los Angeles County, California"
"2.75","0.25","2.81","0.33","2.70","0.38","1400000US06037670002","Census Tract 6700.02, Los Angeles County, California"
"2.48","0.22","2.63","0.27","2.34","0.38","1400000US06037670003","Census Tract 6700.03, Los Angeles County, California"
"2.62","0.34","2.33","0.44","2.92","0.64","1400000US06037670101","Census Tract 6701.01, Los Angeles County, California"
"2.56","0.29","2.52","0.50","2.58","0.39","1400000US06037670102","Census Tract 6701.02, Los Angeles County, California"
"2.59","0.17","2.67","0.20","2.16","0.26","1400000US06037670201","Census Tract 6702.01, Los Angeles County, California"
"3.01","0.21","3.03","0.22","2.42","0.93","1400000US06037670202","Census Tract 6702.02, Los Angeles County, California"
"2.78","0.26","2.84","0.28","2.35","0.55","1400000US06037670324","Census Tract 6703.24, Los Angeles County, California"
"2.57","0.20","2.45","0.19","3.65","0.98","1400000US06037670326","Census Tract 6703.26, Los Angeles County, California"
"2.83","0.19","2.90","0.21","2.41","0.42","1400000US06037670328","Census Tract 6703.28, Los Angeles County, California"
"2.40","0.21","2.52","0.26","1.92","0.35","1400000US06037670405","Census Tract 6704.05, Los Angeles County, California"
"2.77","0.28","2.67","0.27","4.02","1.04","1400000US06037670406","Census Tract 6704.06, Los Angeles County, California"
"2.68","0.26","2.17","0.24","3.15","0.38","1400000US06037670407","Census Tract 6704.07, Los Angeles County, California"
"2.72","0.16","2.52","0.16","3.53","0.45","1400000US06037670413","Census Tract 6704.13, Los Angeles County, California"
"2.78","0.26","2.65","0.22","2.94","0.55","1400000US06037670416","Census Tract 6704.16, Los Angeles County, California"
"2.65","0.13","2.55","0.13","3.61","0.49","1400000US06037670417","Census Tract 6704.17, Los Angeles County, California"
"2.89","0.17","2.75","0.19","4.35","0.56","1400000US06037670418","Census Tract 6704.18, Los Angeles County, California"
"2.62","0.22","2.62","0.23","2.59","0.82","1400000US06037670500","Census Tract 6705, Los Angeles County, California"
"3.00","0.37","2.82","0.42","4.21","1.23","1400000US06037670603","Census Tract 6706.03, Los Angeles County, California"
"2.49","0.18","2.44","0.21","2.71","0.43","1400000US06037670604","Census Tract 6706.04, Los Angeles County, California"
"2.89","0.19","2.84","0.20","3.27","0.46","1400000US06037670701","Census Tract 6707.01, Los Angeles County, California"
"2.79","0.16","2.78","0.18","2.87","0.63","1400000US06037670702","Census Tract 6707.02, Los Angeles County, California"
"1.51","0.10","2.15","0.65","1.49","0.10","1400000US06037700101","Census Tract 7001.01, Los Angeles County, California"
"1.50","0.12","1.24","0.39","1.50","0.12","1400000US06037700102","Census Tract 7001.02, Los Angeles County, California"
"1.64","0.13","1.87","0.36","1.61","0.14","1400000US06037700200","Census Tract 7002, Los Angeles County, California"
"1.54","0.11","1.52","0.22","1.54","0.13","1400000US06037700300","Census Tract 7003, Los Angeles County, California"
"1.65","0.11","1.63","0.20","1.66","0.14","1400000US06037700400","Census Tract 7004, Los Angeles County, California"
"1.47","0.11","1.50","0.17","1.46","0.14","1400000US06037700501","Census Tract 7005.01, Los Angeles County, California"
"1.47","0.11","1.46","0.23","1.48","0.12","1400000US06037700502","Census Tract 7005.02, Los Angeles County, California"
"3.17","0.30","3.08","0.32","4.11","0.66","1400000US06037700600","Census Tract 7006, Los Angeles County, California"
"3.08","0.43","3.03","0.37","3.63","3.10","1400000US06037700700","Census Tract 7007, Los Angeles County, California"
"1.68","0.14","1.82","0.30","1.57","0.16","1400000US06037700801","Census Tract 7008.01, Los Angeles County, California"
"2.11","0.19","2.26","0.31","2.07","0.24","1400000US06037700802","Census Tract 7008.02, Los Angeles County, California"
"2.67","0.23","2.97","0.29","2.43","0.45","1400000US06037700901","Census Tract 7009.01, Los Angeles County, California"
"2.12","0.17","2.54","0.43","2.00","0.19","1400000US06037700902","Census Tract 7009.02, Los Angeles County, California"
"2.04","0.13","2.54","0.31","1.81","0.19","1400000US06037701000","Census Tract 7010, Los Angeles County, California"
"2.70","0.19","2.69","0.16","2.73","0.84","1400000US06037701201","Census Tract 7012.01, Los Angeles County, California"
"2.08","0.13","2.21","0.26","2.01","0.18","1400000US06037701202","Census Tract 7012.02, Los Angeles County, California"
"1.68","0.12","1.86","0.37","1.63","0.13","1400000US06037701302","Census Tract 7013.02, Los Angeles County, California"
"2.33","0.22","2.49","0.36","2.15","0.31","1400000US06037701304","Census Tract 7013.04, Los Angeles County, California"
"1.59","0.13","1.31","0.25","1.62","0.14","1400000US06037701402","Census Tract 7014.02, Los Angeles County, California"
"1.98","0.16","2.62","0.40","1.83","0.17","1400000US06037701501","Census Tract 7015.01, Los Angeles County, California"
"1.58","0.13","2.09","0.37","1.48","0.14","1400000US06037701502","Census Tract 7015.02, Los Angeles County, California"
"2.42","0.16","2.63","0.26","2.17","0.29","1400000US06037701601","Census Tract 7016.01, Los Angeles County, California"
"2.03","0.23","2.13","0.34","1.99","0.32","1400000US06037701602","Census Tract 7016.02, Los Angeles County, California"
"1.92","0.18","1.94","0.25","1.91","0.23","1400000US06037701701","Census Tract 7017.01, Los Angeles County, California"
"1.86","0.18","2.54","1.00","1.79","0.15","1400000US06037701702","Census Tract 7017.02, Los Angeles County, California"
"2.43","0.22","2.36","0.53","2.44","0.26","1400000US06037701801","Census Tract 7018.01, Los Angeles County, California"
"2.29","0.22","2.83","0.45","2.18","0.26","1400000US06037701802","Census Tract 7018.02, Los Angeles County, California"
"1.52","0.10","2.04","0.07","1.51","0.11","1400000US06037701902","Census Tract 7019.02, Los Angeles County, California"
"1.81","0.15","1.69","0.27","1.84","0.18","1400000US06037702002","Census Tract 7020.02, Los Angeles County, California"
"1.62","0.11","2.03","0.29","1.52","0.12","1400000US06037702102","Census Tract 7021.02, Los Angeles County, California"
"1.96","0.22","2.44","0.44","1.64","0.24","1400000US06037702201","Census Tract 7022.01, Los Angeles County, California"
"2.24","0.17","2.67","0.33","1.76","0.19","1400000US06037702202","Census Tract 7022.02, Los Angeles County, California"
"2.26","0.23","2.68","0.26","1.89","0.33","1400000US06037702300","Census Tract 7023, Los Angeles County, California"
"2.27","0.17","3.03","0.38","1.96","0.18","1400000US06037702400","Census Tract 7024, Los Angeles County, California"
"2.28","0.26","2.27","0.28","2.29","0.48","1400000US06037702501","Census Tract 7025.01, Los Angeles County, California"
"1.79","0.18","1.80","0.25","1.76","0.26","1400000US06037702502","Census Tract 7025.02, Los Angeles County, California"
"2.48","0.32","2.46","0.38","2.53","0.62","1400000US06037702600","Census Tract 7026, Los Angeles County, California"
"2.62","0.21","2.66","0.24","2.47","0.45","1400000US06037702700","Census Tract 7027, Los Angeles County, California"
"2.29","0.22","2.70","0.37","1.94","0.34","1400000US06037702801","Census Tract 7028.01, Los Angeles County, California"
