"GEO_ID","B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With cash rent","Margin of Error!!Total!!With cash rent","Estimate!!Total!!With cash rent!!Less than $100","Margin of Error!!Total!!With cash rent!!Less than $100","Estimate!!Total!!With cash rent!!$100 to $149","Margin of Error!!Total!!With cash rent!!$100 to $149","Estimate!!Total!!With cash rent!!$150 to $199","Margin of Error!!Total!!With cash rent!!$150 to $199","Estimate!!Total!!With cash rent!!$200 to $249","Margin of Error!!Total!!With cash rent!!$200 to $249","Estimate!!Total!!With cash rent!!$250 to $299","Margin of Error!!Total!!With cash rent!!$250 to $299","Estimate!!Total!!With cash rent!!$300 to $349","Margin of Error!!Total!!With cash rent!!$300 to $349","Estimate!!Total!!With cash rent!!$350 to $399","Margin of Error!!Total!!With cash rent!!$350 to $399","Estimate!!Total!!With cash rent!!$400 to $449","Margin of Error!!Total!!With cash rent!!$400 to $449","Estimate!!Total!!With cash rent!!$450 to $499","Margin of Error!!Total!!With cash rent!!$450 to $499","Estimate!!Total!!With cash rent!!$500 to $549","Margin of Error!!Total!!With cash rent!!$500 to $549","Estimate!!Total!!With cash rent!!$550 to $599","Margin of Error!!Total!!With cash rent!!$550 to $599","Estimate!!Total!!With cash rent!!$600 to $649","Margin of Error!!Total!!With cash rent!!$600 to $649","Estimate!!Total!!With cash rent!!$650 to $699","Margin of Error!!Total!!With cash rent!!$650 to $699","Estimate!!Total!!With cash rent!!$700 to $749","Margin of Error!!Total!!With cash rent!!$700 to $749","Estimate!!Total!!With cash rent!!$750 to $799","Margin of Error!!Total!!With cash rent!!$750 to $799","Estimate!!Total!!With cash rent!!$800 to $899","Margin of Error!!Total!!With cash rent!!$800 to $899","Estimate!!Total!!With cash rent!!$900 to $999","Margin of Error!!Total!!With cash rent!!$900 to $999","Estimate!!Total!!With cash rent!!$1,000 to $1,249","Margin of Error!!Total!!With cash rent!!$1,000 to $1,249","Estimate!!Total!!With cash rent!!$1,250 to $1,499","Margin of Error!!Total!!With cash rent!!$1,250 to $1,499","Estimate!!Total!!With cash rent!!$1,500 to $1,999","Margin of Error!!Total!!With cash rent!!$1,500 to $1,999","Estimate!!Total!!With cash rent!!$2,000 or more","Margin of Error!!Total!!With cash rent!!$2,000 or more","Estimate!!Total!!No cash rent","Margin of Error!!Total!!No cash rent","Geographic Area Name"
"1400000US06037600704","576","112","538","110","0","132","0","132","0","132","0","132","10","16","0","132","0","132","9","15","0","132","0","132","0","132","0","132","0","132","29","25","24","37","35","38","40","38","223","86","141","72","17","27","10","16","38","45","Census Tract 6007.04, Los Angeles County, California"
"1400000US06037600801","312","112","301","110","0","132","0","132","0","132","0","132","0","132","0","132","0","132","32","51","0","132","0","132","0","132","10","17","0","132","0","132","46","60","38","32","14","21","35","43","54","56","10","17","62","49","11","17","Census Tract 6008.01, Los Angeles County, California"
"1400000US06037600802","599","116","566","110","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","31","47","50","65","16","25","53","64","0","132","75","65","31","34","95","72","91","58","124","91","0","132","0","132","33","28","Census Tract 6008.02, Los Angeles County, California"
"1400000US06037600902","2116","123","2116","123","0","132","0","132","0","132","16","24","0","132","15","24","48","52","0","132","27","44","92","69","142","89","87","78","54","60","143","101","95","90","223","125","294","134","430","148","363","117","40","46","47","71","0","132","Census Tract 6009.02, Los Angeles County, California"
"1400000US06037600911","569","119","559","117","0","132","0","132","0","132","0","132","0","132","0","132","0","132","7","12","0","132","0","132","38","49","0","132","0","132","29","35","27","32","48","42","39","37","213","95","134","68","24","35","0","132","10","15","Census Tract 6009.11, Los Angeles County, California"
"1400000US06037600912","733","125","733","125","0","132","0","132","23","34","0","132","0","132","0","132","0","132","0","132","11","17","27","40","17","26","21","33","28","43","9","14","18","30","158","84","101","76","107","71","144","70","47","42","22","32","0","132","Census Tract 6009.12, Los Angeles County, California"
"1400000US06037601001","948","100","948","100","0","132","19","32","10","17","100","77","113","58","42","35","34","51","0","132","32","50","39","49","0","132","0","132","0","132","12","20","17","21","25","29","203","81","149","74","92","60","49","46","12","17","0","132","Census Tract 6010.01, Los Angeles County, California"
"1400000US06037601002","1476","164","1476","164","30","49","0","132","0","132","14","23","42","47","16","27","0","132","0","132","0","132","3","11","44","42","23","27","57","63","30","47","99","75","229","111","211","98","361","124","189","106","128","87","0","132","0","132","Census Tract 6010.02, Los Angeles County, California"
"1400000US06037601100","1958","117","1958","117","0","132","0","132","0","132","19","30","9","14","43","52","10","16","10","17","24","33","10","16","35","38","33","31","78","64","72","66","51","67","275","119","478","166","681","197","94","63","25","30","11","17","0","132","Census Tract 6011, Los Angeles County, California"
"1400000US06037601202","602","82","564","85","0","132","0","132","0","132","0","132","15","25","0","132","0","132","0","132","20","33","0","132","6","11","0","132","17","20","8","14","48","46","188","70","64","60","51","48","44","41","59","49","44","44","38","45","Census Tract 6012.02, Los Angeles County, California"
"1400000US06037601211","900","103","900","103","0","132","0","132","7","12","58","55","10","11","17","19","0","132","0","132","0","132","23","27","0","132","11","17","0","132","25","30","41","40","48","43","125","59","387","115","118","66","30","27","0","132","0","132","Census Tract 6012.11, Los Angeles County, California"
"1400000US06037601212","1701","161","1701","161","0","132","0","132","0","132","0","132","71","71","0","132","0","132","29","46","0","132","24","32","19","30","0","132","16","25","130","94","174","111","274","127","328","125","308","149","180","81","148","104","0","132","0","132","Census Tract 6012.12, Los Angeles County, California"
"1400000US06037601301","287","73","287","73","0","132","0","132","0","132","0","132","0","132","0","132","0","132","14","22","12","20","0","132","21","31","0","132","0","132","0","132","0","132","6","10","0","132","65","45","124","70","25","24","20","30","0","132","Census Tract 6013.01, Los Angeles County, California"
"1400000US06037601302","2148","195","2108","194","0","132","0","132","0","132","0","132","0","132","0","132","0","132","45","56","0","132","0","132","26","28","30","33","18","29","19","30","16","25","449","174","208","106","675","204","498","190","100","69","24","32","40","39","Census Tract 6013.02, Los Angeles County, California"
"1400000US06037601303","1824","124","1807","126","0","132","0","132","25","38","19","30","9","13","10","17","48","75","25","41","37","59","0","132","0","132","9","16","52","48","47","44","126","82","143","80","352","139","479","158","355","138","71","73","0","132","17","27","Census Tract 6013.03, Los Angeles County, California"
"1400000US06037601401","993","119","946","131","0","132","0","132","17","26","0","132","0","132","14","23","0","132","0","132","0","132","10","15","10","18","0","132","52","47","38","45","19","30","103","60","238","96","293","119","130","60","22","35","0","132","47","52","Census Tract 6014.01, Los Angeles County, California"
"1400000US06037601402","586","125","554","128","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","26","31","0","132","5","10","0","132","31","47","85","66","135","77","89","61","37","37","112","79","24","36","10","17","32","35","Census Tract 6014.02, Los Angeles County, California"
"1400000US06037601501","759","93","759","93","0","132","0","132","0","132","0","132","0","132","29","25","11","17","8","15","17","27","0","132","14","22","56","39","99","76","75","51","38","41","167","74","41","39","116","63","33","33","55","54","0","132","0","132","Census Tract 6015.01, Los Angeles County, California"
"1400000US06037601502","552","99","552","99","0","132","0","132","0","132","0","132","6","11","0","132","0","132","0","132","0","132","48","44","0","132","35","45","0","132","76","53","0","132","38","36","110","75","77","55","98","96","7","12","57","81","0","132","Census Tract 6015.02, Los Angeles County, California"
"1400000US06037601600","672","121","672","121","0","132","0","132","0","132","9","15","0","132","0","132","20","30","0","132","0","132","0","132","0","132","0","132","52","43","41","31","40","50","145","87","55","59","172","92","37","30","72","65","29","48","0","132","Census Tract 6016, Los Angeles County, California"
"1400000US06037601700","906","115","906","115","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","29","39","12","18","0","132","46","52","33","46","87","57","36","29","160","76","189","97","210","105","44","41","60","48","0","132","0","132","Census Tract 6017, Los Angeles County, California"
"1400000US06037601801","598","81","586","88","0","132","0","132","0","132","0","132","0","132","0","132","21","35","0","132","0","132","0","132","68","60","0","132","9","14","12","23","36","41","83","66","70","61","118","63","100","57","52","53","17","27","12","19","Census Tract 6018.01, Los Angeles County, California"
"1400000US06037601802","658","95","658","95","17","26","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","18","53","47","16","20","64","53","17","21","13","21","69","44","142","56","126","72","77","55","53","42","0","132","0","132","Census Tract 6018.02, Los Angeles County, California"
"1400000US06037601900","1050","126","1028","126","0","132","0","132","0","132","0","132","17","28","0","132","0","132","0","132","18","28","26","41","19","31","0","132","50","46","47","43","20","31","191","87","98","63","272","107","209","106","61","51","0","132","22","21","Census Tract 6019, Los Angeles County, California"
"1400000US06037602002","464","113","454","112","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","21","26","14","22","0","132","0","132","19","31","87","59","74","59","34","34","117","72","88","61","0","132","10","15","Census Tract 6020.02, Los Angeles County, California"
